f_id,item,veg_or_non_veg
fd16377,Schezwan Egg Chicken Fried Rice,Non-veg
fd16394,Special Egg Tadka,Non-veg
fd16396,Chicken Kadi,Non-veg
fd16398,Pott Kalegi ( Half ),Non-veg
fd16399,Pott Kalegi ( Full ),Non-veg
fd16401,Tawa Roti (Per Pc),Veg
fd16404,Plain Tadka,Veg
fd16405,Kabli Chana Masala,Veg
fd16408,Chicken Egg Biryani,Non-veg
fd16409,Chicken Leg Pcs (2 Pcs),Non-veg
fd16414,Bhawani Ghee Roti,Veg
fd16416,Tadka & Roti,Veg
fd16418,Plain Rice (Per Plate),Veg
fd16419,Basmati Jeera Rice,Veg
fd16422,Mutton Biriyani,Non-veg
fd16425,Veg Hayderabadi,Veg
fd16428,Salted Peanut,Veg
fd16429,Masala Peanut,Veg
fd16431,Cheese Cubes,Veg
fd16432,Cashewnut Fry,Veg
fd16434,Papad Masala Dry,Veg
fd16435,Papad Masala Fry,Veg
fd16436,Cheese Cherry P A Stick,Veg
fd16437,Onion Jhura Pakoda,Veg
fd16438,Mix Veg Pakoda,Veg
fd16439,Soute Veg,Veg
fd16442,Veg Green Salad,Veg
fd16443,Veg Stick Salad,Veg
fd16448,Chicken Pakoda Boneless,Non-veg
fd16449,Mutton Dry Fry [4 Pcs],Non-veg
fd16450,Prawn Pakoda[8 Pcs],Non-veg
fd16451,Cheese Omlet,Non-veg
fd16452,Chicken Dry Fry Full,Non-veg
fd16454,Athe Mutton,Non-veg
fd16455,Murg Handi New,Non-veg
fd16456,Liver Potchilly,Non-veg
fd16461,Americal Corn Chilly,Veg
fd16462,Americal Corn Salt And Papper,Veg
fd16463,Baby Corn Mashroom,Veg
fd16464,"Chana[chilly,salt And Papper]",Veg
fd16466,Chispy Baby Corn Chilly,Veg
fd16467,Chispy Baby Corn Salt And Papper,Veg
fd16468,Chispy Chilly Veg,Veg
fd16469,Dragon Veg,Veg
fd16470,Manchurian Dry Gobi,Veg
fd16471,Manchurian Dry Veg,Veg
fd16472,Mashroom Dry Chilly,Veg
fd16473,Mashroom Dry Salt And Papper,Veg
fd16474,Paneer Dry Manchurian,Veg
fd16475,"Paneer Dry Chilly,salt And Papper",Veg
fd16478,Dragon Chicken,Non-veg
fd16479,Dragon Fish,Non-veg
fd16481,"Chicken Chilly,salt And Papper,manchurian",Non-veg
fd16482,Chicken Lollypop[6pcs],Non-veg
fd16483,Chicken Singapuri [8 Pcs],Non-veg
fd16484,Crispy Chilly Chicken,Non-veg
fd16486,Drums Of Heaven  [8 Pcs],Non-veg
fd16487,Fish Chilly Dry,Non-veg
fd16488,Fish Salt And Papper,Non-veg
fd16489,Prawn Chilly Dry,Non-veg
fd16490,Prawn Golden Fry,Non-veg
fd16492,Prawn Salt And Pepper,Non-veg
fd16493,American Corn Boil,Veg
fd16494,Spring Rice (n/v),Veg
fd16495,Chicken Lung Fung Full,Non-veg
fd16498,Paneer Tikka [ 8 Pcs],Veg
fd16499,Tandoori Mashroom[8 Pcs],Veg
fd16500,Veg Harabhara Kabab,Veg
fd16501,Veg Tandoori Platter[16 Pcs],Veg
fd16502,Fish Tikka Amritsari,Non-veg
fd16503,Fish Tikka Ajwoni,Non-veg
fd16504,Murg Abu Chilly Kebab,Non-veg
fd16505,Murg Lasooni Tikka,Non-veg
fd16506,Murg Masatana Kebab,Non-veg
fd16507,Murg Reshmi Kebab,Non-veg
fd16508,Murg Tikka,Non-veg
fd16509,Murg Tikka Afgani,Non-veg
fd16510,Mutton Bharra Kebab[6 Pcs],Non-veg
fd16511,Mutton Boti Kebab [6 Pcs],Non-veg
fd16512,Non Veg Tandoori Platter[16 Pcs],Non-veg
fd16514,Chuza Afghani (f),Veg
fd16515,Murg Malai Tikka,Non-veg
fd16516,Murg Arbi Kabab,Non-veg
fd16521,Non Veg Hot And Sour,Non-veg
fd16522,Non Veg Lemon Coriander Soup,Non-veg
fd16525,Non Veg Talumain Soup,Non-veg
fd16526,Veg Hot And Sour,Veg
fd16528,Veg Talumain Soup,Veg
fd16531,Paneer Shahi,Veg
fd16534,Paneer Lapeta,Veg
fd16536,Paneer Butter Lababdar,Veg
fd16543,Vagetable Kofta,Veg
fd16544,Veg Haryali Kofta,Veg
fd16548,Dal Tadka Black,Veg
fd16549,Dal Tadka Yellow,Veg
fd16550,Dal Egg Tadka Black,Non-veg
fd16551,Dal Egg Tadka Yellow,Non-veg
fd16552,Chicken Lapeta Half,Non-veg
fd16553,Lapeta Chicken,Non-veg
fd16554,Chicken Pakiza Half,Non-veg
fd16555,Chicken Pakiza,Non-veg
fd16556,Murg Anarkali Boneless,Non-veg
fd16557,Murg Anarkali Half,Non-veg
fd16558,Murg Mussallom Bone,Non-veg
fd16559,Murg Mussallom Bone Half,Non-veg
fd16568,Keema Kulcha,Veg
fd16569,Assorted Roti Ki Tokri,Veg
fd16578,Egg Briyani,Non-veg
fd16581,Veg Novratan Pulao,Veg
fd16590,Non Veg American Chopsuey,Non-veg
fd16591,Chicken Szechwan Noodles,Non-veg
fd16592,Egg Szechwan Noodles,Non-veg
fd16593,Mix Chilli Garlic Noodles,Veg
fd16594,Mix Szechwan Noodles,Veg
fd16595,Veg Szechwan Noodles,Veg
fd16596,Veg Chowmein (gravy),Veg
fd16601,Chicken Sanghai Fried Rice,Non-veg
fd16602,Chicken Szechwan Fried  Rice,Non-veg
fd16603,Egg Sanghai Fried Rice,Non-veg
fd16604,Egg Szechwan Fried Rice,Non-veg
fd16605,Mix Sanghai Fried Rice,Veg
fd16606,Mix Szechwan Fried  Rice,Veg
fd16607,Veg Sanghai Fried Rice,Veg
fd16608,Veg Szechwan Fried  Rice,Veg
fd16610,Milk Shake,Veg
fd16611,Chees Corn Ball Sp,Veg
fd16613,Stick Salad,Veg
fd16616,Kachumar Salad,Veg
fd16617,Mix Vegetables,Veg
fd16618,Veg Jhal Frezy,Veg
fd16619,Tawa Veg,Veg
fd16621,Veg Pakiza,Veg
fd16634,Veg Novaratan Korma,Veg
fd16635,Murg Tikka Butter Masala,Non-veg
fd16637,Murg Butter Masala,Non-veg
fd16638,Dhaba Murg,Non-veg
fd16641,Rara Mutton,Non-veg
fd16643,Chicken Tangdi (f),Non-veg
fd16644,Chicken Tangdi (h),Non-veg
fd16648,Fish Curry [2 Pcs],Non-veg
fd16649,Fish Do Pyaza [2 Pcs],Non-veg
fd16650,Fish Masala [2 Pcs],Non-veg
fd16651,Fish Tikka Butter Masala (6 Pcs B/l),Non-veg
fd16654,Murg Handi,Non-veg
fd16655,Murg Hydrabadi,Non-veg
fd16656,Murg Kadai,Non-veg
fd16657,Murg Kassa,Non-veg
fd16658,Murg Kolhapuri,Non-veg
fd16659,Murg Muglai,Non-veg
fd16660,Murg Mussllom (half),Non-veg
fd16661,Murg Patiyala Boneless,Non-veg
fd16662,Murg Punjabi,Non-veg
fd16663,Murg Takatak,Non-veg
fd16664,Mutton Curry [4 Pcs],Non-veg
fd16665,Mutton Do-piyaza[4 Pcs],Non-veg
fd16667,Mutton Kassa [4 Pcs],Non-veg
fd16668,Mutton Masala [4 Pcs],Non-veg
fd16669,Mutton Rogan Josh[ 4 Pcs],Non-veg
fd16670,Prawn Curry [8 Pcs],Non-veg
fd16671,Prawns Do Pyaza [8 Pcs],Non-veg
fd16672,Prawns Masala [8 Pcs],Non-veg
fd16673,Tangri Bhuna Masala [2 Pcs],Non-veg
fd16674,Tawa Murg,Non-veg
fd16677,Chingri Chop Sp,Veg
fd16678,Fish Ball Sp,Veg
fd16679,Chicken Samosa Sp,Non-veg
fd16680,Fish Cutlet Sp,Non-veg
fd16681,Tangri Bhuna Masala (full),Non-veg
fd16682,Mutton Cuttlet Sp,Non-veg
fd16684,Mc Dowel Whisky (2:1),Veg
fd16685,Chicken Tikka Pizza,Non-veg
fd16690,"Adrak Elaichi Chai Flask ( Serves 4-5,500 ml)",Veg
fd16691,"Kesar Chai Flask ( Serves 4-5,500 ml)",Veg
fd16692,"Royal Chai Flask ( Serves 4-5,500 ml)",Veg
fd16693,"Masala Chai Flask ( Serves 4-5,500 ml)",Veg
fd16694,"Dalchini Adrak Chai Flask ( Serves 4-5,500 ml)",Veg
fd16695,Four Topping Pizza,Veg
fd16697,Veg Peri Peri Pizza,Veg
fd16698,Paprika Pizza,Veg
fd16699,Four Cheese Pizza,Veg
fd16701,Funghi Di Bosco Pizza,Veg
fd16704,BBQ Chicken Pizza,Non-veg
fd16705,Mixed Sauce Pasta,Veg
fd16706,Spaghetti Aglio Olio,Veg
fd16707,Alfredo Pasta,Veg
fd16708,Arrabiata Pasta,Veg
fd16709,Al Funghi Pasta,Veg
fd16710,Pasta in Pesto Sauce,Veg
fd16711,Homemade Ravioli in Mixed Sauce,Veg
fd16712,Homemade Ravioli in Pesto Sauce,Veg
fd16713,Al Funghi Risotto,Veg
fd16714,Al Fredo Risotto,Veg
fd16715,Grilled Vegetables with Mixed Sauce Risotto,Veg
fd16716,Pesto Sauce Risotto,Veg
fd16719,Bhatti Da Murg,Non-veg
fd16720,Fish Hakka Style,Non-veg
fd16721,Louisiana Chicken Wings,Non-veg
fd16722,BBQ Chilli Paneer,Veg
fd16725,Italian Papad,Veg
fd16726,Sauteed Vegetables,Veg
fd16727,Shanghai Paneer,Veg
fd16728,BBQ Chilli Chicken,Non-veg
fd16729,Shanghai Chicken,Non-veg
fd16730,Kung Pao Chicken,Non-veg
fd16731,Falafel with Pita and Hummus,Veg
fd16732,Lemon Honey Chicken,Non-veg
fd16733,Chicken In Black Pepper Sauce,Non-veg
fd16735,Chicken Pahadi Tikka,Non-veg
fd16737,Achari Fish Tikka,Non-veg
fd16738,House Special Cheese Garlic Bread,Veg
fd16741,House Special Garlic Bread,Veg
fd16745,Vegetable Jhalfrezi,Veg
fd16753,Veg Shammi Kebab,Veg
fd16755,Bharwan Mushroom,Veg
fd16758,Potato & Onion Kulcha,Veg
fd16760,Chilli Garlic Naan,Veg
fd16765,Murgh Dum Biryani,Non-veg
fd16768,Plain Roasted Papad,Veg
fd16769,Vegetable Manchurian,Veg
fd16770,Hot Garlic Sauce with Paneer,Veg
fd16771,Hot Garlic Sauce with Vegetables,Veg
fd16772,Hot Garlic Sauce with Potato,Veg
fd16773,Schezwan Sauce with Paneer,Veg
fd16774,Schezwan Sauce with Potato,Veg
fd16779,Thai Green Curry with Rice,Veg
fd16781,Green Noodles,Veg
fd16787,Oreo Cold Coffee,Veg
fd16789,Mint Iced Tea,Veg
fd16790,Green Apple Iced Tea,Veg
fd16792,Roasted Tomato & Basil Soup,Veg
fd16795,Chocolate Lassi,Veg
fd16797,Vanilla Ice Cream Lassi,Veg
fd16798,Butter Scoth Ice Cream Lassi,Veg
fd16799,Chocolate Ice Cream Lassi,Veg
fd16800,Rooh Afza Lassi250 ml,Veg
fd16801,Plain Lassi 250 ml,Veg
fd16808,Egg Biryani [half Kilo],Non-veg
fd16809,Egg Biryani [1 Kilo],Non-veg
fd16810,Veg Biryani [half Kilo],Veg
fd16811,Veg Biryani [ 1 Kilo],Veg
fd16812,Chicken Biryani [half Kilo],Non-veg
fd16813,Chicken Biryani [1 Kilo],Non-veg
fd16815,Mutton Shami Roll,Non-veg
fd16816,Chicken Malai Tikka Roll,Non-veg
fd16817,Chicken Special Tikka Roll,Non-veg
fd16819,Chicken Keema Samosa [2 Pieces],Non-veg
fd16820,Cheese Corn Samosa [2 Pieces],Veg
fd16821,Bombay Chicken Keema Pav,Non-veg
fd16822,Chicken Keema Paratha (2 Parathas),Non-veg
fd16823,Achari Soya Chaap,Veg
fd16824,Roasted Soya Chaap,Veg
fd16825,Honey Mustard Chicken Kebab (8 Pieces),Non-veg
fd16826,Chicken Cheese Chili Kebab,Non-veg
fd16827,Kebab Special Chicken Tikka (8 pieces),Non-veg
fd16828,Chicken Achari Tangdi Kebab,Non-veg
fd16829,Classic Tandoori Chicken Tangdi,Non-veg
fd16830,Murg Kali Mirch Tikka (8 Pieces),Non-veg
fd16831,Murg Malai Tikka (8 Pieces),Non-veg
fd16834,Chicken Dum Biryani with Raita,Non-veg
fd16835,Chicken Special Tikka Biryani with Raita,Non-veg
fd16836,Shami Kebab,Non-veg
fd16837,Tangy Beetroot,Veg
fd16838,Margeritta Cheese Corn Pizza,Veg
fd16841,P2 Deluxe Pizza,Veg
fd16843,Paneer Makhani Pizza,Veg
fd16844,Peddler Special Pizza,Veg
fd16845,Sweet Baby Corn Pizza,Veg
fd16847,Chicken Sheekh Kebaab Pizza,Non-veg
fd16848,Tripple Chicken Cheese Pizza,Non-veg
fd16849,Chicken Surprise Burger,Non-veg
fd16850,Double Chicken Burger,Non-veg
fd16851,Veg Surprise Burger + Fries + Coke(200 Ml),Veg
fd16852,Veg Makhani Burger + Fries + Coke(200 Ml),Veg
fd16853,Crunchy Corn Burger + Fries + Coke(200 Ml),Veg
fd16854,Maharaja Burger + Fries + Coke(200 Ml),Veg
fd16855,Premium Paneer Burger + Fries + Coke (200 Ml),Veg
fd16857,Peri Peri Masala Fries,Veg
fd16859,Italian Chicken Sandwich,Non-veg
fd16862,Blue Cooler Mojito,Veg
fd16865,Bubble Gum Mojito,Veg
fd16870,Veg Jumbo Pack 1,Veg
fd16871,Veg Jumbo Pack 2,Veg
fd16872,Non Veg Jumbo Pack 1,Non-veg
fd16873,Non Veg Jumbo Pack 2,Non-veg
fd16874,Veg Meal Combo 1,Veg
fd16875,Veg Meal Combo 2,Veg
fd16876,Veg Meal Combo 3,Veg
fd16877,Non Veg Meal Combo 1,Non-veg
fd16878,Non Veg Meal Combo 2,Non-veg
fd16879,Non Veg Meal Combo 3,Non-veg
fd16881,Veggie Delight Pizza,Veg
fd16886,Desi Masala Pizza,Veg
fd16889,Vegloaded Supreme Cheese Pizza,Veg
fd16891,Mexican Peppy Paneer Pizza,Veg
fd16892,Chicken Delight Pizza,Non-veg
fd16893,Chicken Golden Delight Pizza,Non-veg
fd16895,Spicy Chicken Pizza,Non-veg
fd16896,Chciken Sausage Pizza,Non-veg
fd16897,P2 Deluxe Chicken Pizza,Non-veg
fd16898,Chicken Keema Masala Pizza,Non-veg
fd16900,Chicken Cheese Burst Pizza,Non-veg
fd16902,Peddler Special Chicken Pizza,Non-veg
fd16904,Classic Special Chicken Pizza,Non-veg
fd16905,Schezwan Prime Chicken Pizza,Non-veg
fd16907,Veg Surprise Burger,Veg
fd16909,Veg Makhani Burger,Veg
fd16910,Crunchy Corn  Burger,Veg
fd16911,Maharaja Burger,Veg
fd16912,Peddler Special Burger,Veg
fd16913,Premium Paneer Burger,Veg
fd16914,Fried Chicken Burger,Non-veg
fd16917,Makhani Chicken Burger,Non-veg
fd16919,Peddler Special Chicken Burger,Non-veg
fd16920,Primium Chicken Burger,Non-veg
fd16921,Aloo Tikki Burger + Fries + Coke(200 Ml),Veg
fd16923,Spicy Veg Burger + Fries + Coke(200 Ml),Veg
fd16927,Peddler Special Burger + Fries + Coke (200 Ml),Veg
fd16929,Fried Chicken Burger + Fries + Coke(200 Ml),Non-veg
fd16930,Chicken Surprise Burger + Fries + Coke(200 Ml),Non-veg
fd16931,Spicy Chicken Burger + Fries + Coke(200 Ml),Non-veg
fd16932,Makhani Chicken Burger + Fries + Coke(200 Ml),Non-veg
fd16933,Double Chicken Burger + Fries + Coke(200 Ml),Non-veg
fd16934,Peddler Special Chicken Burger + Fries + Coke (200 Ml),Non-veg
fd16935,Premium Chicken Burger + Fries + Coke(200 Ml),Non-veg
fd16939,Paneer Pops (8 Pcs),Veg
fd16941,Chicken Popcorn Fries,Non-veg
fd16942,Italian Veg Sandwich,Veg
fd16944,Veggi Cheese Sandwich,Veg
fd16947,Chicken Keema Sandwich,Non-veg
fd16949,Mint Blast Mojito,Veg
fd16950,Iced Tea Mojito,Veg
fd16951,Spicy Mango Cooler Mojito,Veg
fd16952,Banaras Paan Twist Mojito,Veg
fd16964,Peddler Special Shake,Veg
fd16965,Hot Chocolate Fudge,Veg
fd16966,Chicken Cheese Chizza,Non-veg
fd16967,Cheese Chicken Supreeme Chizza,Non-veg
fd16973,Idly Sambar,Veg
fd16977,Sada Plain Roast Dosa,Veg
fd16980,Roasted Plum Tomato Soup,Veg
fd16985,Paneer Chatpata Sandwich With Fries,Veg
fd16986,Corn And Spinach Sandwich With Fries,Veg
fd16987,Veg And Cheese Sandwich With Fries,Veg
fd16989,Special Cheese Butter Pav Bhaji,Veg
fd16993,Bruschetta,Veg
fd16995,Mexican Corn Chaat,Veg
fd16998,Kadai Paneer Lasange,Veg
fd16999,Baked Vegetable Lasange,Veg
fd17000,Baked Corn Spinach Au Gratin,Veg
fd17002,Sada Mini Idly,Veg
fd17003,Sada Idly,Veg
fd17004,Masala Upma,Veg
fd17005,Sewai Upma,Veg
fd17006,Spicy Vegetable Upma,Veg
fd17007,Spiced Mini Uttapam Platter,Veg
fd17008,Mini Uttapam Platter,Veg
fd17010,Cheese Chilli Uttapam,Veg
fd17011,Spicy Mix Veg Uttapam,Veg
fd17012,Onion Tomato Uttapam,Veg
fd17013,Cheese Paneer Mysore Masala Dosa,Veg
fd17014,Paneer Mysore Masala Dosa,Veg
fd17017,Gun Powder Masala Dosa,Veg
fd17020,Banglorian Set Sada Dosa,Veg
fd17021,Cheese Chilli Plain Roast Dosa,Veg
fd17022,Ghee Gun Powder Sada Dosa,Veg
fd17024,Mysore Plain Roast Dosa,Veg
fd17026,Ghee Or Butter Paper Plain Dosa,Veg
fd17028,Mac And Cheese Rava Dosa,Veg
fd17029,Vegetable Rava Dosa,Veg
fd17030,Sada Rava Dosa,Veg
fd17031,Paneer Makhani Dosa,Veg
fd17033,Daba Style Paneer Bhurji Dosa,Veg
fd17035,Spring Roll Dosa,Veg
fd17036,Spicy Manchurian Dosa,Veg
fd17038,Penne Tre Cheese Sauce,Veg
fd17039,Fussili Affreda Pasta,Veg
fd17040,Penne Masala Mafia,Veg
fd17041,Penne Ala Rasa,Veg
fd17042,Penne Arrabiata,Veg
fd17043,Penne Marca Pola,Veg
fd17044,Penne Ala Ramana,Veg
fd17045,Spaghetti Aglia Olia Pepperancina,Veg
fd17046,Penne Mamma Rassa,Veg
fd17047,Spaghetti Putanesca Pasta,Veg
fd17048,Make On Own Pizza [6 Inches],Veg
fd17049,Make On Own Pizza [10 Inches],Veg
fd17050,Peppy Paneer Pizza [6 Inches],Veg
fd17051,Peppy Paneer Pizza [10 Inches],Veg
fd17052,Exotica Pizza [6 Inches],Veg
fd17053,Exotica Pizza [10 Inches],Veg
fd17054,Pizza Al Fungi [6 Inches],Veg
fd17055,Pizza Al Fungi [10 Inches],Veg
fd17056,Piccante Pizza [6 Inches],Veg
fd17057,Piccante Pizza [10 Inches],Veg
fd17058,Calabrese Pizza [6 Inches],Veg
fd17059,Calabrese Pizza [10 Inches],Veg
fd17060,Pizza Hawaiian [6 Inches],Veg
fd17061,Pizza Hawaiian [10 Inches],Veg
fd17062,Pizza Indian [6 Inches],Veg
fd17063,Pizza Indian [10 Inches],Veg
fd17064,Classic Margarita Pizza [6 Inches],Veg
fd17065,Classic Margarita Pizza [10 Inches],Veg
fd17066,Mexican Spicy Tortilla Beans Soup,Veg
fd17068,Cream Of Vegetable Soup,Veg
fd17074,Chocolate Walnut Brownie With Hot Chocolate Sauce,Veg
fd17075,Texas Cheese Poppers,Veg
fd17078,Mac And Cheese Balls,Veg
fd17082,Spicy Broccoli Poppers,Veg
fd17083,Spinach Corn Canapes,Veg
fd17084,Cheese Baked Potato Poutine,Veg
fd17085,Chilli Garlic Noodles With Sweet And Sour Vegetables,Veg
fd17086,Ginger Coriander Fried Rice With Potato In Hot Garlic Sauce,Veg
fd17087,Veg Hakka Noodle Or Fried Rice With Veg Balls In Manchurian Sauce,Veg
fd17088,Manchurian Noodle Or Rice With Spring Roll,Veg
fd17089,Mongolian Noodle Or Fried Rice With Crispy Chilli Baby Corn,Veg
fd17090,Veg Hakka Noodle Or Fried Rice With Chilli Paneer,Veg
fd17091,Highway Combo,Veg
fd17092,Makhani Combo,Veg
fd17093,Khichdi Combo,Veg
fd17094,Ghar Ka Tiffin,Veg
fd17096,Mix Veg Rava Sada Dosa+2pcs Idly+2pcs Vada+uttapam Pizza,Veg
fd17097,Green Butter Dosa+chinese Dosa+paneer Dosa+bangalore Dosa,Veg
fd17098,2pcs Idly+2pcs Vada+cheese Masala Dosa+mix Veg Uttapam,Veg
fd17099,4pcs Dhokla Idly+3pcs Paneer Pakoda+4pcs Fried Idly With Curd,Veg
fd17100,1pc Idly+1pc Vada+upma+dahi Vada,Veg
fd17101,1pc Idly+1pc Vada+upma+idly Finger+masala Dosa,Veg
fd17105,Idli Vada,Veg
fd17108,Dhokla Idli,Veg
fd17112,Floating Idli Vada,Veg
fd17114,Fried Idli with Curd,Veg
fd17117,Snacks Platter,Veg
fd17118,Chola Bhatura,Veg
fd17119,Plain Sada Dosa,Veg
fd17125,Ghee Butter Sada Dosa,Veg
fd17126,Ghee Butter Cheese Dosa,Veg
fd17132,Ghee Butter Masala Dosa,Veg
fd17133,Ghee Butter Cheese Masala Dosa,Veg
fd17134,Deluxe Platter,Veg
fd17135,Bangalore Dosa,Veg
fd17136,Ghee Gun Powder Dosa,Veg
fd17139,Paneer Butter Dosa,Veg
fd17141,Children's Soft Dosa,Veg
fd17144,4 in 1 Dosa,Veg
fd17147,Veg Rava Sada Dosa,Veg
fd17150,Ghee Rava Dosa,Veg
fd17153,Cheese Rava Dosa,Veg
fd17154,Ghee Butter Rava Dosa,Veg
fd17155,Mixed Veg Rava Dosa,Veg
fd17159,Mixed Vegetable Uttapam,Veg
fd17160,4 in 1 Uttapam,Veg
fd17161,Special Chutney,Veg
fd17162,Special Sambhar,Veg
fd17163,Ghee Chilli Powder,Veg
fd17164,Andhra Spicy Chutney,Veg
fd17165,Crispy Chilli Idli,Veg
fd17166,Crispy Baby corn Sweet Chilli Sauce,Veg
fd17167,Burger with Double Cheese,Veg
fd17168,Aloo Masala,Veg
fd17172,Pav,Veg
fd17173,Thandai Special Milkshake,Veg
fd17174,Thandai Plain Milkshake,Veg
fd17175,KitKat Milkshake,Veg
fd17176,Pista Special Milkshake,Veg
fd17177,Pista Plain Milkshake,Veg
fd17178,Mango Special Milkshake,Veg
fd17179,Mango Plain Milkshake,Veg
fd17180,Pineapple Special Milkshake,Veg
fd17181,Chocolate Milkshake,Veg
fd17183,David Off Cold Coffee,Veg
fd17184,Butterscotch Milkshake,Veg
fd17185,Strawberry Milkshake,Veg
fd17186,Kewra Milkshake,Veg
fd17187,Chikoo Milkshake,Veg
fd17188,Custard Apple Milkshake,Veg
fd17189,Mango Butterscotch Milkshake,Veg
fd17190,Raspberry Milkshake,Veg
fd17191,Mixed Fruit Milkshake,Veg
fd17192,Apricot Milkshake,Veg
fd17193,Fig Milkshake,Veg
fd17194,Mango Dates Milkshake,Veg
fd17195,Rose Milkshake,Veg
fd17196,Apple Milkshake,Veg
fd17197,Khus Milkshake,Veg
fd17198,Litchi Milkshake,Veg
fd17199,Orange Milkshake,Veg
fd17200,Blackcurrant Milkshake,Veg
fd17201,Vanilla Milkshake,Veg
fd17202,Pineapple Plain Milkshake (Sugar Free),Veg
fd17203,Guava Milkshake,Veg
fd17206,Starbucks Bottled Coffee,Veg
fd17207,Starbucks Bottlled Coffee [250 Ml],Veg
fd17209,Pineapple Syrup [1 Litre],Veg
fd17210,Chocolate Syrup [1 Litre],Veg
fd17211,Rose Syrup [1 Litre],Veg
fd17212,Khus Syrup [1 Litre],Veg
fd17213,Orange Syrup [1 Litre],Veg
fd17214,Vanilla Syrup [1 Litre],Veg
fd17215,Strawberry Syrup [1 Litre],Veg
fd17216,Butterscotch Syrup [1 Litre],Veg
fd17217,Green Mint Syrup [1 Litre],Veg
fd17218,Blue Mint Syrup [1 Litre],Veg
fd17219,Mango Panna Squash [1 Litre],Veg
fd17220,Starbucks Bottled Coffee [250 Ml],Veg
fd17221,Rich Aroma [100 Gm],Veg
fd17222,Fine Aroma [100 Gm],Veg
fd17223,Espressoo [100 Gm],Veg
fd17226,Tandoori Pomfret,Non-veg
fd17227,Chilly Mushroom (veg),Veg
fd17230,Green Chilly Chicken,Non-veg
fd17232,Dhaba Style Chicken Curry,Non-veg
fd17235,Chilly Mushroom,Veg
fd17239,Chilly Garlic Noodles,Veg
fd17243,Haryali Paneer Tikka,Veg
fd17244,Veg Balls,Veg
fd17245,Peneer Kurkure,Veg
fd17247,Murgh Pahadi Kebab,Non-veg
fd17249,Losooni  Kebab,Non-veg
fd17250,Murgh Afghani Tikka,Non-veg
fd17253,Murgh Malai Kabab,Non-veg
fd17254,Honey Chilly Potatoes,Veg
fd17255,American Corn Chilly,Veg
fd17256,American Salt N Pepper,Veg
fd17257,Burnt Garlic Mushroom,Veg
fd17258,Chana Salt N Pepper,Veg
fd17259,Chilly Baby Corn,Veg
fd17264,Chicken Sanghai,Non-veg
fd17265,Chilly Prawns,Non-veg
fd17274,Kadhai Subz,Veg
fd17287,Fish Tikka Masala,Non-veg
fd17289,Murgh  Musallam,Non-veg
fd17290,Hot N Sour Paneer,Veg
fd17293,Paneer Sanghai,Veg
fd17298,Chicken Sweet N Sour,Non-veg
fd17305,Jhuri Aloo Bhaja,Veg
fd17307,Luchi,Veg
fd17309,Sonar Mong Dal,Veg
fd17310,Basonti Pulao,Veg
fd17311,Din Kosha,Non-veg
fd17312,Machar Kali,Non-veg
fd17313,Chicken Kosha,Non-veg
fd17314,Pomfret Jhal,Non-veg
fd17315,Chingri Malai Curry,Non-veg
fd17316,Chingri Masala,Non-veg
fd17322,Mushroom Tikka Biryani,Veg
fd17324,Mixed Rice,Veg
fd17325,Kolkata Dum Biryani,Non-veg
fd17329,Mixed Noodles,Veg
fd17337,Hakka Noodles + Chilli Manchurian,Veg
fd17340,Masala Omellete,Non-veg
fd17341,Cheese Omellet,Non-veg
fd17403,Lazeez Chicken,Non-veg
fd17449,Egg Keema Masala + Kulcha,Non-veg
fd17455,Chicken Pakhtooni Kebab,Non-veg
fd17457,Qaiser E Pukhtan,Veg
fd17462,Thukpa Vegetable,Veg
fd17463,Grilled Prawns,Non-veg
fd17464,Chili Fish Fingers,Non-veg
fd17466,Exotic Mushroom,Veg
fd17469,Vegetable Noodles,Veg
fd17474,Pan Fried Chicken Noodles,Non-veg
fd17475,Pan Fried Veg Noodles,Veg
fd17484,Gulab Jamun With Rabri,Veg
fd17485,Spicy Mayo Chicken Tikka,Non-veg
fd17487,Murg Tikka Mirza Hasnoo,Non-veg
fd17491,Ajwaini Basa Tikka,Non-veg
fd17492,Ajwaini Beckti Tikka,Non-veg
fd17494,Panch Phoron Jhinga Kebab,Non-veg
fd17495,Makai Methi Seekh,Veg
fd17497,Bharwan Tandoori Mushroom,Veg
fd17498,Panchphoran Paneer Tikka,Veg
fd17499,Tawa Basa,Non-veg
fd17500,Tawa Beckti,Non-veg
fd17501,Beckti Tawa Machhali,Non-veg
fd17504,Dilliwali Tikki,Veg
fd17506,Murg Hari Mirch,Non-veg
fd17508,Teen Mirch Ka Jhinga,Non-veg
fd17509,Hingwali Aloo,Veg
fd17510,Masaledar Kofta,Veg
fd17511,Mushroom Matar Tamatar,Veg
fd17514,Mawa Paneer Pasanda,Veg
fd17515,Patiala Lacchedar Paneer,Veg
fd17516,Manchow Chicken,Non-veg
fd17517,Manchow Vegetable,Veg
fd17518,Hot & Sour Chicken,Non-veg
fd17519,Hot & Sour Vegetable,Veg
fd17520,Sweet Corn Chicken,Non-veg
fd17521,Sweet Corn Vegetable,Veg
fd17522,Tom Yum Prawns,Non-veg
fd17524,Tom Yum Vegetable,Veg
fd17525,Thukpa Chicken,Non-veg
fd17526,Thukpa Prawns,Non-veg
fd17528,Grilled Chili Mustard Basa,Non-veg
fd17529,Grilled Chili Mustard Beckti,Non-veg
